text_id,cohesion,syntax,vocabulary,phraseology,grammar,conventions
7835355C55D8,2.339408159255981,2.429140090942383,2.5958669185638428,2.354583263397217,2.518122911453247,2.717047929763794
9A24CB0724FE,2.4675991535186768,2.547667980194092,2.714383125305176,2.533755302429199,2.8911523818969727,3.0796003341674805
CEC71375C061,2.5864100456237797,2.7166004180908203,2.676392078399658,2.7161083221435547,2.8627541065216064,2.939704656600952
457A4416559B,1.9980363845825195,2.170313596725464,2.1249589920043945,1.8895021677017207,2.1502573490142822,2.108362436294556
DBAB680CBC5D,2.6382358074188232,2.745363235473633,2.7746169567108154,2.657776355743408,2.809402704238892,2.9099066257476807
F8BA702A8450,2.6797404289245605,2.730128765106201,2.914247274398804,2.7400689125061035,2.8993031978607178,2.970205307006836
CBDE3C526D05,2.617526769638061,2.605804204940796,2.7782199382781982,2.681504249572754,2.887824535369873,2.628568649291992
0E22A47D358E,2.220181941986084,2.219620704650879,2.3591227531433105,2.2241694927215576,2.229658842086792,2.282898426055908
E80B0AD2A9D7,2.1196749210357666,2.103394031524658,2.380957841873169,2.0287530422210693,2.000807762145996,2.5767977237701416
B0DFC5E93591,1.612580418586731,1.737343430519104,1.984729886054993,1.7133426666259766,1.9389885663986208,1.902043700218201
38CADC812CBA,2.426870822906494,2.536184072494507,2.746224880218506,2.5022146701812744,2.6253628730773926,2.963705062866211
E4298EE64777,2.8032567501068115,2.75147557258606,2.796243906021118,2.844053030014038,2.9594500064849854,2.488917589187622
4E1C62576A76,2.6272220611572266,2.4656801223754883,2.665741443634033,2.556448459625244,2.5973992347717285,2.654778003692627
D9130F5402F6,2.7537972927093506,2.891331195831299,2.949912548065185,2.923401355743408,3.1368837356567383,2.858144760131836
F144EA4BE505,1.4856723546981812,1.6670125722885132,1.834885001182556,1.6644953489303589,1.8638811111450195,1.5003255605697632
79098D096CB8,2.391986846923828,2.385587453842163,2.609318971633911,2.3395028114318848,2.3434317111968994,2.5453438758850098
E5621447B675,2.648824453353882,2.5402650833129883,2.587554693222046,2.379723310470581,2.6680572032928467,2.265383720397949
E0BABC4506D0,2.9621152877807617,2.8612303733825684,2.996780633926392,2.816549777984619,2.744587182998657,3.0374577045440674
F0E76CC2EF7A,3.263625383377075,3.310718059539795,3.321533203125,3.407813787460327,3.603311061859131,3.605521678924561
E877D5AD16DA,2.71300745010376,2.806848526000977,3.042466163635254,2.9897634983062744,3.151059627532959,2.821485042572021
0CFDDC1CF75A,2.41312313079834,2.4941084384918213,2.721798658370972,2.5951719284057617,2.5848963260650635,2.6643221378326416
C1C75CB3BB17,2.7885327339172363,2.7087697982788086,2.891911268234253,2.742434024810791,2.811105966567993,3.0497872829437256
4C1C3000E7C6,2.194934129714966,1.9875495433807373,2.47998595237732,2.1922523975372314,2.1939563751220703,2.2400808334350586
EC3F3F26E635,3.230921506881714,3.315092802047729,3.30289626121521,3.4432318210601807,3.5895512104034424,3.326843023300171
375ABFC3D6F5,3.2482173442840576,3.2954964637756348,3.4844138622283936,3.2711336612701416,3.415088415145874,3.592966079711914
91B88A23A5E4,2.9031262397766118,2.925252914428711,3.1744978427886963,3.075317859649658,3.133222818374634,3.096987724304199
E0DF99CD1D9C,2.4430992603302,2.5139710903167725,2.6599087715148926,2.613055467605591,2.6265981197357178,2.510938167572021
C5CA6C22BAFE,2.586281538009644,2.5979979038238525,2.8577706813812256,2.7585558891296387,2.8474490642547607,2.5316267013549805
D4A38C52F57D,3.30303168296814,3.365097522735596,3.510472536087036,3.504218816757202,3.7338151931762695,3.440523386001587
0420DDE0BABD,2.317636251449585,2.2614309787750244,2.710925579071045,2.50349235534668,2.377074956893921,2.257967948913574
DF8B648769C5,3.0018908977508545,2.8237361907958984,2.9543306827545166,2.806058168411255,2.725629568099976,2.8669238090515137
757C5E55BA96,2.928304433822632,2.8791754245758057,2.896522045135498,2.890660047531128,2.9639697074890137,2.853426456451416
A4DA4201903F,1.945901870727539,1.8241499662399288,2.366842031478882,2.117661952972412,2.0140504837036133,1.813976764678955
B3241FAB44C9,3.591914653778076,3.6725142002105713,3.708275556564331,3.749375104904175,4.10226583480835,3.946615219116211
B83DD09D3129,2.4741532802581787,2.4145312309265137,2.592503786087036,2.4196743965148926,2.365180492401123,2.258008480072021
61471CA2532D,2.312575578689575,2.041778326034546,2.317761182785034,2.009460687637329,1.97347891330719,2.027308940887451
E0BDF62838F7,2.806159734725952,2.805540084838867,3.008582353591919,2.9626665115356445,3.046041250228882,3.0867066383361816
0B84A2B37B65,2.237950325012207,2.2020792961120605,2.4635283946990967,2.329170227050781,2.3113157749176025,2.398228406906128
9E1DFDF33C0B,3.2150089740753174,3.2911624908447266,3.312513589859009,3.2594964504241943,3.523916006088257,3.268922805786133
306796D0279E,2.685335874557495,2.5588090419769287,2.726607084274292,2.5766000747680664,2.515965461730957,2.705653429031372
DAF9AC30424E,2.8622844219207764,2.7761919498443604,2.7891762256622314,2.8782436847686768,3.1441783905029297,2.7340447902679443
FF197A6B15B2,2.65081000328064,2.6071550846099854,3.000640153884888,2.7912395000457764,2.8541321754455566,2.7452564239501958
4D377B163021,2.5479555130004883,2.4840426445007324,2.9959828853607178,2.8774077892303467,2.843986988067627,2.559400081634521
CDABA09822C7,2.7030282020568848,2.405261278152466,2.797976016998291,2.5420165061950684,2.317146778106689,2.5555362701416016
48837626943D,2.67441987991333,2.657317638397217,2.9088425636291504,2.8711421489715576,2.940485715866089,2.7317352294921875
A2BA5F95C077,2.8982462882995605,2.7488932609558105,3.0399439334869385,2.7574236392974854,2.702753782272339,2.972041368484497
287BE4F26530,2.583820343017578,2.429518461227417,2.697404623031616,2.5673716068267822,2.474217176437378,2.544342041015625
DDD1A1F08FDF,2.6244935989379883,2.683506727218628,2.919271945953369,2.9220972061157227,2.966524839401245,2.6533305644989014
8D160B0BC04B,3.2649285793304443,3.315070867538452,3.5934786796569824,3.626826763153076,3.673609495162964,3.55001163482666
F86C79CE78F4,2.2759032249450684,2.120345115661621,2.46813702583313,2.162168025970459,2.079475164413452,2.3087046146392822
4E59508F6D0B,2.695009469985962,2.634337902069092,2.8060734272003174,2.781031608581543,2.681040048599243,2.511033535003662
6013DA298542,2.623830318450928,2.577279806137085,2.7903506755828857,2.670588493347168,2.8568644523620605,2.6966943740844727
4843C41AAF24,2.759018421173096,2.708014249801636,3.1324851512908936,2.9240779876708984,3.0936214923858643,2.9033000469207764
E792CBEB06C5,3.00331711769104,2.985214710235596,3.185818672180176,3.0309059619903564,3.195923089981079,3.304856538772583
46BB96D9BC9B,3.007469415664673,3.0457348823547363,3.089595317840576,3.086646556854248,3.176846981048584,3.1436123847961426
FFD29828A873,2.6569807529449463,2.6012115478515625,2.819338798522949,2.7851009368896484,2.8576042652130127,2.2372756004333496
82CCCAD3BA5B,2.559398412704468,2.4752073287963867,2.691397190093994,2.594468593597412,2.49387526512146,2.288097858428955
C7A28C7A3786,1.943214535713196,2.090895891189575,2.332263946533203,2.215557098388672,2.2448229789733887,2.06711220741272
D6504339A690,2.9342281818389893,2.9855453968048096,3.032191038131714,3.144460439682007,3.306625366210937,2.994868278503418
2C0F002E8882,2.7325141429901123,2.6334710121154785,2.7979464530944824,2.6670753955841064,2.588629961013794,2.5732078552246094
E897534557AF,3.057886838912964,3.057074785232544,3.252213716506958,3.0415942668914795,2.9455502033233643,3.1243953704833984
D242BBCBEAFB,2.6696252822875977,2.834145784378052,2.904747486114502,2.7241036891937256,2.8822720050811768,3.258535146713257
FE7BFE19D977,2.884629964828491,2.8225626945495605,2.9105570316314697,2.679750442504883,2.7174439430236816,2.6713898181915283
56AC4BE71C2F,2.7383346557617188,2.777865171432495,3.0160653591156006,2.9345293045043945,3.034169435501098,2.899624347686768
10D2D1173D36,3.50819993019104,3.57433557510376,3.534651279449463,3.445164203643799,3.739996671676636,3.871383666992188
C954A6D0B707,3.122178316116333,3.1299397945404053,3.311928987503052,3.3328092098236084,3.2562811374664307,3.177631378173828
DA8E64EC1304,2.7562530040740967,2.624735116958618,2.6286497116088867,2.6085660457611084,2.618225574493408,2.228845357894897
F7DD6134C693,2.6905226707458496,2.4287610054016118,2.665696144104004,2.3991870880126958,2.16001558303833,2.306689500808716
824896E8F91B,2.2873129844665527,2.309718370437622,2.76728630065918,2.486093759536743,2.639857530593872,2.4943761825561523
24615FD199BE,3.0753719806671143,3.171426296234131,3.29418683052063,3.179927110671997,3.3436973094940186,3.285407066345215
232A59426B1E,2.3809478282928467,2.3133339881896973,2.6025078296661377,2.386349678039551,2.3979058265686035,2.7133638858795166
833489139971,3.4293243885040283,3.3671979904174805,3.2911298274993896,3.40885591506958,3.4122376441955566,3.238608837127685
96F4AB949807,1.9468348026275637,1.8523932695388796,2.191428899765014,2.009366750717163,2.011144161224365,1.6298187971115112
10D60ACB3E5D,2.117847681045532,1.996184229850769,2.3544394969940186,1.975081205368042,2.0062434673309326,2.280005931854248
7820048B53C8,3.096440315246582,3.156275987625122,3.236680030822754,3.1544010639190674,3.333820581436157,3.248386859893799
EF36F9497E96,2.969165325164795,2.8889079093933105,3.050800085067749,2.9250025749206543,2.7397077083587646,2.987078189849853
