text_id,cohesion,syntax,vocabulary,phraseology,grammar,conventions
7835355C55D8,2.344648838043213,2.353777408599853,2.629455089569092,2.3630259037017822,2.455242872238159,2.625221967697144
9A24CB0724FE,2.5861525535583496,2.701852321624756,2.8626468181610107,2.7187960147857666,3.111030101776123,3.1011641025543213
CEC71375C061,2.1813807487487797,2.339728593826294,2.5322883129119877,2.3518590927124023,2.5489017963409424,2.603364944458008
457A4416559B,2.057283878326416,2.100003242492676,2.250818014144897,2.114450454711914,2.2042477130889893,2.1610007286071777
DBAB680CBC5D,2.710076332092285,2.7600297927856445,2.9181082248687744,2.783992052078247,2.949869155883789,3.082840204238892
F8BA702A8450,2.631355762481689,2.619046211242676,2.8922359943389893,2.7279486656188965,2.857388019561768,2.894107818603516
CBDE3C526D05,2.52860951423645,2.4930193424224854,2.730654001235962,2.67025089263916,2.795095920562744,2.498436212539673
0E22A47D358E,2.060515880584717,2.0716359615325928,2.3419888019561768,2.186192750930786,2.1949307918548584,2.1623666286468506
E80B0AD2A9D7,2.01944899559021,2.053517341613769,2.3700897693634038,2.019558906555176,2.057057380676269,2.438417434692383
B0DFC5E93591,1.6466176509857178,1.7224403619766235,2.003507137298584,1.7006932497024536,1.756877064704895,1.799992561340332
38CADC812CBA,2.615928173065185,2.583862781524658,2.835089445114136,2.631495714187622,2.692021369934082,2.956846237182617
E4298EE64777,2.890270709991455,2.8352303504943848,3.0023670196533203,2.945173740386963,3.058847427368164,2.747690439224243
4E1C62576A76,2.619905710220337,2.5657222270965576,2.808382034301758,2.6995201110839844,2.744521141052246,2.60985803604126
D9130F5402F6,2.587780237197876,2.597327470779419,2.838551998138428,2.79891037940979,3.003936052322388,2.6977899074554443
F144EA4BE505,1.4060869216918943,1.4659854173660278,1.797784447669983,1.5267729759216309,1.6009269952774048,1.3592848777770996
79098D096CB8,2.427481174468994,2.38409161567688,2.658949136734009,2.379337787628174,2.35296630859375,2.4668660163879395
E5621447B675,2.5289039611816406,2.481300115585327,2.618811845779419,2.55220890045166,2.6495094299316406,2.2209105491638184
E0BABC4506D0,2.828481674194336,2.7307376861572266,3.001556158065796,2.7010834217071533,2.6028478145599365,3.029895782470703
F0E76CC2EF7A,3.1530680656433105,3.1818017959594727,3.246854543685913,3.213758945465088,3.283775806427002,3.4421615600585938
4C1C3000E7C6,2.037097930908203,1.9785618782043457,2.3766353130340576,2.069322347640991,2.007892847061157,2.0722272396087646
0CFDDC1CF75A,2.491019487380981,2.489070177078247,2.6743829250335693,2.5475425720214844,2.5495877265930176,2.6133599281311035
C1C75CB3BB17,2.7165822982788086,2.710326910018921,2.9242963790893555,2.7614712715148926,2.758108377456665,3.0571858882904053
E877D5AD16DA,2.7997875213623047,2.7834417819976807,3.0268921852111816,3.00104022026062,3.080376386642456,2.888802289962769
375ABFC3D6F5,3.292898654937744,3.321558713912964,3.4754927158355717,3.358670949935913,3.4779767990112305,3.608258247375488
E0DF99CD1D9C,2.470325231552124,2.442033052444458,2.6587345600128174,2.4966917037963867,2.481607675552368,2.445856809616089
EC3F3F26E635,3.018380880355835,3.0187323093414307,3.154836416244507,3.1865248680114746,3.2861146926879883,3.077399969100952
91B88A23A5E4,2.9830965995788574,2.9124979972839355,3.186694383621216,3.1076974868774414,3.182783603668213,3.1544859409332275
DF8B648769C5,2.965782165527344,2.7831690311431885,3.0268561840057373,2.8702876567840576,2.7545974254608154,2.800743579864502
D4A38C52F57D,3.2714853286743164,3.265498161315918,3.415426731109619,3.420340061187744,3.601426124572754,3.4117908477783203
C5CA6C22BAFE,2.5658254623413086,2.55108904838562,2.820061206817627,2.789149761199951,2.915180206298828,2.5880441665649414
0420DDE0BABD,2.378260612487793,2.3006021976470947,2.648836374282837,2.501507520675659,2.393977642059326,2.321197032928467
757C5E55BA96,2.839194297790528,2.8084213733673096,2.9200892448425293,2.850275039672852,2.9399523735046387,2.752075672149658
A4DA4201903F,1.7741683721542358,1.78034508228302,2.175578117370605,1.899264335632324,1.836411476135254,1.831331491470337
61471CA2532D,2.324584484100342,2.190096139907837,2.530658721923828,2.2146499156951904,2.075723648071289,2.213815450668335
B3241FAB44C9,3.475623607635498,3.5395407676696777,3.634731531143189,3.6924309730529785,3.942105770111084,3.829699277877808
0B84A2B37B65,2.2946462631225586,2.260770559310913,2.5363099575042725,2.34822154045105,2.3661811351776123,2.500537395477295
B83DD09D3129,2.57285737991333,2.42334532737732,2.687920093536377,2.491119384765625,2.427649974822998,2.338214635848999
9E1DFDF33C0B,3.232840776443481,3.264493227005005,3.277047872543335,3.334752559661865,3.536823034286499,3.3842945098876958
E0BDF62838F7,2.779818296432495,2.72265625,2.97517728805542,2.8311867713928223,2.901009321212769,3.0385818481445312
306796D0279E,2.5166015625,2.4607739448547363,2.6421163082122803,2.450873374938965,2.3558578491210938,2.4644460678100586
CDABA09822C7,2.6355888843536377,2.468477249145508,2.77268123626709,2.546749830245972,2.3665542602539062,2.573181390762329
DAF9AC30424E,2.762352466583252,2.723233461380005,2.9274282455444336,2.881608247756958,3.068598985671997,2.7599799633026123
FF197A6B15B2,2.758851766586304,2.660552263259888,3.0154428482055664,2.849841594696045,2.829591751098633,2.850489616394043
4D377B163021,2.3859105110168457,2.361423969268799,2.8092262744903564,2.6923744678497314,2.722630500793457,2.448927164077759
F86C79CE78F4,2.2938432693481445,2.1661620140075684,2.535558223724365,2.210277318954468,2.0993332862854004,2.330509901046753
A2BA5F95C077,2.963015079498291,2.8162193298339844,3.0958497524261475,2.8956992626190186,2.8247950077056885,3.05436372756958
48837626943D,2.648287773132324,2.5588061809539795,2.884709358215332,2.804086446762085,2.9092819690704346,2.63346266746521
DDD1A1F08FDF,2.558243751525879,2.547044515609741,2.8276772499084477,2.7200264930725098,2.759187698364258,2.478388786315918
4E59508F6D0B,2.6892528533935547,2.62723159790039,2.7697770595550537,2.6414241790771484,2.6271979808807373,2.4599878787994385
E792CBEB06C5,3.118976354598999,3.137202501296997,3.3037288188934326,3.294799566268921,3.4723212718963623,3.4159224033355717
6013DA298542,2.586842536926269,2.5841333866119385,2.83695912361145,2.765681743621826,2.8684656620025635,2.5253288745880127
287BE4F26530,2.484485626220703,2.365661144256592,2.682937860488892,2.481905460357666,2.351189374923706,2.495945930480957
8D160B0BC04B,3.376206874847412,3.3860461711883545,3.60102915763855,3.617329359054565,3.667598009109497,3.594232082366944
FFD29828A873,2.7092833518981934,2.627429246902466,2.892181158065796,2.830983877182007,2.835266590118408,2.3254284858703613
4843C41AAF24,2.6632795333862305,2.6384599208831787,3.002697229385376,2.8886594772338867,2.994523048400879,2.865177154541016
C7A28C7A3786,2.032967567443848,2.054543972015381,2.384746789932251,2.1680188179016118,2.154844045639038,2.1058566570281982
D242BBCBEAFB,3.000933885574341,2.986421823501587,3.099903106689453,2.912361621856689,3.0068764686584477,3.372281551361084
C954A6D0B707,3.2753000259399414,3.13031268119812,3.361515760421753,3.366982698440552,3.387943744659424,3.088463306427002
82CCCAD3BA5B,2.5389208793640137,2.453213930130005,2.7879912853240967,2.631549596786499,2.590330123901367,2.379725217819214
D6504339A690,2.847262382507324,2.880768060684204,2.997198343276977,3.014290809631348,3.105379581451416,2.859999895095825
2C0F002E8882,2.6736955642700195,2.5811362266540527,2.806142807006836,2.641052484512329,2.5562896728515625,2.573309421539306
46BB96D9BC9B,2.947171211242676,2.959125280380249,3.1278679370880127,3.1157238483428955,3.1588313579559326,3.108736753463745
E897534557AF,3.1773359775543213,3.0542492866516118,3.2447352409362797,3.132869243621826,2.969961166381836,3.12990403175354
10D60ACB3E5D,2.0722076892852783,2.012738943099976,2.3681440353393555,2.002995491027832,1.986886501312256,2.3297674655914307
