text_id,cohesion,syntax,vocabulary,phraseology,grammar,conventions
0016926B079C,2.920923,2.8375008,3.0760112,3.1175618,3.0725152,2.7448509
0022683E9EA5,2.8072748,2.7214622,2.9195504,2.8140185,2.5892425,2.7336302
00299B378633,2.950396,3.088972,3.1337433,3.0142353,3.0540926,3.2236998
003885A45F42,3.6031117,3.5845358,3.6989157,3.662754,3.6132088,3.647171
0049B1DF5CCC,2.578033,2.409235,2.8751533,2.6681824,2.5705388,2.418257
004AC288D833,3.007497,2.9379544,3.1667774,3.0704741,3.0983346,3.1410766
005661280443,3.2286267,3.2514558,3.3178334,3.3238544,3.2836046,3.4638484
008DDDDD8E8D,2.8084075,2.6347458,2.797743,2.6330683,2.4773183,2.4491363
009BCCC61C2A,3.0924983,2.9013658,3.2436025,3.1566029,2.8903177,2.761364
009F4E9310CB,2.7107306,2.5311852,2.9943671,2.7228508,2.4393632,2.5803032
00B21F9B726F,3.245235,3.1438303,3.1486516,3.223161,3.2443774,3.020485
00BCADB373EF,3.6893616,3.6893907,3.8918128,3.8173,3.5737839,3.8275855
00D281524375,2.9253485,2.777696,3.0239544,2.9502118,3.015626,2.5995357
00ED2563D0B1,3.7610023,3.6470072,4.0416427,3.9368286,3.7508943,3.6387763
011AAA636F11,3.5007744,3.4934385,3.7969615,3.6248786,3.6655335,3.548762
01350DF42AED,2.4125,2.1351395,2.617831,2.270951,2.0326617,2.435305
01405C3C569D,2.9807234,2.741783,3.0607624,2.8227832,2.5868561,2.885374
01501F95B8B2,3.6827817,3.6736364,3.793903,3.8568983,3.6573837,3.4728954
017802562E71,3.0176945,2.8484406,3.260385,3.0468295,2.9524856,3.028372
01794F5F1423,3.3963134,3.3428023,3.3696923,3.2913215,3.326387,3.3541722
017D2125A1DE,2.4489193,2.2168224,2.6688612,2.4007456,2.1057258,2.3787322
01911AC9674D,3.1362839,3.0960345,3.1207075,3.0965338,2.933402,3.1119232
019BDC9DF7CD,3.0129845,2.8875132,2.9560244,2.7243967,2.7370455,3.1965332
01A65BA4080E,3.8528924,3.7886276,3.9560528,3.9983552,4.035773,3.8781638
01B3FDB3FD57,4.0066795,4.0334716,4.1633234,4.102372,4.074509,4.181829
01C53183305A,2.4651773,2.2886846,2.542967,2.3404677,2.3136222,2.1441877
0230A077F5B6,2.8013244,2.5232506,2.7942739,2.625417,2.4408054,2.2589905
025722D0AFB7,3.9044662,3.7486756,3.9329886,3.8362534,3.8215797,3.585731
027CB6393714,3.3127875,3.155075,3.233744,3.362691,3.3737679,3.1682286
02B07248077F,2.1323864,2.0556858,2.4195187,2.196216,2.0526438,1.9478694
