text_id,cohesion,syntax,vocabulary,phraseology,grammar,conventions
7835355C55D8,2.5277693271636963,2.585383653640747,2.858356475830078,2.5551629066467285,2.7814667224884038,2.9529685974121094
9A24CB0724FE,2.568465232849121,2.736832618713379,2.9524800777435303,2.664052248001098,2.9771015644073486,3.06742787361145
CEC71375C061,2.596795082092285,2.677669048309326,2.8766205310821533,2.7647433280944824,3.0635814666748047,2.8373942375183105
457A4416559B,2.175421714782715,2.1994898319244385,2.366329908370972,2.1186978816986084,2.2921109199523926,2.268195629119873
DBAB680CBC5D,2.693802833557129,2.705756425857544,2.8819708824157715,2.669523239135742,2.758359909057617,2.947413921356201
F8BA702A8450,2.7299861907958984,2.72786021232605,2.9509291648864746,2.8142740726470947,2.926313161849976,2.958064079284668
CBDE3C526D05,2.513450860977173,2.640787124633789,2.8082964420318604,2.6688621044158936,2.922414779663086,2.654978513717652
0E22A47D358E,2.23227596282959,2.2350821495056152,2.441456079483032,2.2328200340271,2.274967670440674,2.279148578643799
E80B0AD2A9D7,2.1706855297088623,2.1761186122894287,2.494037628173828,2.1231610774993896,2.0960638523101807,2.5183663368225098
B0DFC5E93591,1.6984610557556152,1.748397707939148,1.9860608577728271,1.758583903312683,1.7967815399169922,1.7337820529937744
38CADC812CBA,2.573235273361206,2.5281665325164795,2.810597419738769,2.537773847579956,2.5506834983825684,2.857888698577881
E4298EE64777,2.759659767150879,2.7616307735443115,2.886837244033813,2.850922107696533,3.055152416229248,2.593196392059326
4E1C62576A76,2.625260591506958,2.577177047729492,2.799887418746948,2.6358542442321777,2.649843692779541,2.602355480194092
D9130F5402F6,2.6720759868621826,2.752887964248657,2.9542977809906006,2.916032075881958,3.261401891708374,2.799506664276123
F144EA4BE505,1.541478395462036,1.6158066987991333,1.9107085466384888,1.6606643199920654,1.744946002960205,1.472591996192932
79098D096CB8,2.361131429672241,2.385851621627808,2.651522159576416,2.406240701675415,2.4384562969207764,2.540703296661377
E5621447B675,2.5770931243896484,2.504863977432251,2.6032462120056152,2.493070363998413,2.6609225273132324,2.238822221755981
E0BABC4506D0,2.9429585933685303,2.8058674335479736,3.014071464538574,2.8281233310699463,2.738844156265259,2.984246253967285
F0E76CC2EF7A,3.3480453491210938,3.3371644020080566,3.3098976612091064,3.2786009311676025,3.409444093704224,3.496709108352661
E877D5AD16DA,2.758237838745117,2.7994983196258545,3.039056301116944,2.944910764694214,3.120858907699585,2.83691930770874
0CFDDC1CF75A,2.4947900772094727,2.5152108669281006,2.7371127605438232,2.554579734802246,2.6007485389709477,2.578378677368164
C1C75CB3BB17,2.821553945541382,2.802457571029663,2.996530294418335,2.773390293121338,2.80584979057312,3.059499740600586
4C1C3000E7C6,2.243187427520752,2.1849727630615234,2.5449142456054688,2.2418854236602783,2.191534280776977,2.29822039604187
EC3F3F26E635,3.092421293258667,3.1964240074157715,3.285496711730957,3.317768812179565,3.69434666633606,3.124310255050659
375ABFC3D6F5,3.2994892597198486,3.336557388305664,3.4384758472442627,3.3133883476257324,3.3968846797943115,3.5660245418548584
91B88A23A5E4,2.966015100479126,3.0117862224578857,3.251404285430908,3.1491119861602783,3.3675801753997803,3.170672655105591
E0DF99CD1D9C,2.403480768203736,2.452505111694336,2.638333797454834,2.531998872756958,2.5338075160980225,2.3900234699249268
C5CA6C22BAFE,2.552325963973999,2.573460340499878,2.8034088611602783,2.703551769256592,2.777792692184448,2.5301194190979004
D4A38C52F57D,3.2856199741363525,3.310396671295166,3.4546985626220703,3.5354344844818115,3.776367425918579,3.407428741455078
0420DDE0BABD,2.3940532207489014,2.3245227336883545,2.6446280479431152,2.471119880676269,2.437018871307373,2.269120454788208
DF8B648769C5,3.0254294872283936,2.8098318576812744,2.975364923477173,2.7974181175231934,2.7024083137512207,2.9071204662323
757C5E55BA96,2.847050666809082,2.7943689823150635,2.898609399795532,2.863921403884888,2.9069340229034424,2.7862136363983154
A4DA4201903F,1.984344720840454,1.9311485290527344,2.281333923339844,2.0800275802612305,2.014821767807007,1.9352726936340328
B3241FAB44C9,3.5511152744293213,3.583338499069214,3.687671661376953,3.648924350738525,4.000251293182373,3.818695783615112
B83DD09D3129,2.399006128311157,2.337938070297241,2.593538284301758,2.4323010444641118,2.366642475128174,2.292599439620972
61471CA2532D,2.263794422149658,2.158884286880493,2.415351152420044,2.142951726913452,2.064042091369629,2.1453561782836914
E0BDF62838F7,2.882347822189331,2.828819751739502,3.0735068321228027,2.9966413974761963,3.0222725868225098,3.070919752120972
