text_id,cohesion,syntax,vocabulary,phraseology,grammar,conventions
7835355C55D8,2.419806480407715,2.390162467956543,2.6759207248687744,2.334709644317627,2.561806917190552,2.789069652557373
9A24CB0724FE,2.509796619415283,2.5798332691192627,2.832195997238159,2.533039093017578,2.789531946182251,3.051769971847534
CEC71375C061,2.4451050758361816,2.533614158630371,2.772555112838745,2.569445371627808,2.8187291622161865,2.8014910221099854
457A4416559B,2.0751235485076904,2.165306329727173,2.3257699012756348,2.009272336959839,2.202958106994629,2.1171951293945312
DBAB680CBC5D,2.719081163406372,2.680063009262085,2.7787742614746094,2.673118352890014,2.644382953643799,3.01835036277771
F8BA702A8450,2.684551239013672,2.6984505653381348,2.930383682250977,2.748629331588745,2.8927834033966064,2.9803597927093506
CBDE3C526D05,2.619359016418457,2.587261199951172,2.791626453399658,2.669175386428833,2.968419313430786,2.5771701335906982
0E22A47D358E,2.231173038482666,2.1887903213500977,2.400246381759644,2.2670066356658936,2.2377376556396484,2.308501482009888
E80B0AD2A9D7,2.1254220008850098,2.1133813858032227,2.400603771209717,2.071994543075561,2.080590009689331,2.5479464530944824
B0DFC5E93591,1.6076620817184448,1.71770977973938,1.898065447807312,1.7408698797225952,1.8124500513076784,1.704552412033081
38CADC812CBA,2.5727100372314453,2.5761971473693848,2.8249590396881104,2.579999685287476,2.632648229598999,2.9592673778533936
E4298EE64777,2.8238673210144043,2.78093695640564,2.919576406478882,2.8774125576019287,3.051216125488281,2.685868978500366
4E1C62576A76,2.632221221923828,2.480459928512573,2.777334928512573,2.6190013885498047,2.618213891983032,2.6008918285369877
D9130F5402F6,2.6872291564941406,2.6994614601135254,2.938113212585449,2.8778889179229736,3.117732048034668,2.731295108795166
F144EA4BE505,1.4607127904891968,1.5631566047668457,1.7384318113327026,1.646641492843628,1.6030975580215454,1.3104257583618164
79098D096CB8,2.377264499664306,2.3744630813598637,2.615478754043579,2.3972814083099365,2.3358724117279053,2.4786059856414795
E5621447B675,2.5828802585601807,2.520814180374145,2.6189534664154053,2.4991295337677,2.689401865005493,2.2504584789276123
E0BABC4506D0,2.8339028358459477,2.756892442703247,2.953088760375977,2.7492191791534424,2.663987636566162,3.031737327575684
F0E76CC2EF7A,3.136981725692749,3.2678799629211426,3.204307079315185,3.2194912433624268,3.238947629928589,3.5112433433532715
4C1C3000E7C6,2.2447049617767334,2.078678607940674,2.5135982036590576,2.2889645099639893,2.0886123180389404,2.2959184646606445
0CFDDC1CF75A,2.451939105987549,2.504566192626953,2.680630683898926,2.526122093200684,2.5755903720855717,2.583423137664795
C1C75CB3BB17,2.806541681289673,2.751651763916016,2.964923858642578,2.736280918121338,2.791492462158203,3.122020721435547
E877D5AD16DA,2.8542304039001465,2.8161332607269287,3.033376932144165,3.0328171253204346,3.149343013763428,2.9188060760498047
375ABFC3D6F5,3.244328022003174,3.3502469062805176,3.507418155670166,3.3349974155426025,3.44938325881958,3.6597938537597656
E0DF99CD1D9C,2.405127763748169,2.4648025035858154,2.664783239364624,2.510218381881714,2.5464353561401367,2.395827054977417
EC3F3F26E635,2.9703776836395264,3.034447431564331,3.1453373432159424,3.184889554977417,3.5074479579925537,3.065359354019165
91B88A23A5E4,3.0566751956939697,2.975543737411499,3.254605770111084,3.147393226623535,3.333503007888794,3.1811203956604004
DF8B648769C5,3.131227970123291,2.7954423427581787,2.9739136695861816,2.8070068359375,2.653999090194702,2.98291015625
D4A38C52F57D,3.2547600269317627,3.2896218299865723,3.3983185291290283,3.427212953567505,3.685621976852417,3.4449284076690674
C5CA6C22BAFE,2.5240774154663086,2.5436902046203613,2.8034400939941406,2.707085132598877,2.771868944168091,2.581542730331421
0420DDE0BABD,2.3126325607299805,2.2315211296081543,2.6346538066864014,2.501659393310547,2.34112811088562,2.2296414375305176
757C5E55BA96,2.825949192047119,2.847198486328125,2.8439526557922363,2.8449811935424805,2.967005491256714,2.7885632514953613
A4DA4201903F,1.9190120697021484,1.883492112159729,2.249239444732666,2.12236762046814,1.9391556978225708,1.8490629196166992
61471CA2532D,2.307384490966797,2.1672048568725586,2.4188103675842285,2.2222084999084477,2.0731022357940674,2.214895248413086
B3241FAB44C9,3.5409178733825684,3.648879289627075,3.776751756668091,3.736445426940918,4.062067031860352,3.9802963733673096
0B84A2B37B65,2.2119359970092773,2.238903284072876,2.4833054542541504,2.306360483169556,2.2606987953186035,2.4262149333953857
B83DD09D3129,2.497704267501831,2.367365837097168,2.6075375080108643,2.4801928997039795,2.3409171104431152,2.2534282207489014
9E1DFDF33C0B,3.2171223163604736,3.3190083503723145,3.3337438106536865,3.305265426635742,3.5245931148529053,3.347018957138061
E0BDF62838F7,2.9398748874664307,2.848358631134033,3.071144819259644,2.932410717010498,3.0993010997772217,3.111262559890747
306796D0279E,2.450284957885742,2.4244511127471924,2.682785749435425,2.4305684566497803,2.375476360321045,2.54740309715271
CDABA09822C7,2.542877674102783,2.4185380935668945,2.7487120628356934,2.543405532836914,2.395739793777466,2.6092569828033447
DAF9AC30424E,2.899812698364258,2.7695908546447754,2.8966174125671387,2.914569616317749,3.168353080749512,2.775165319442749
FF197A6B15B2,2.6780829429626465,2.580674409866333,2.95461106300354,2.8304665088653564,2.8501458168029785,2.753659963607788
4D377B163021,2.4571309089660645,2.4225857257843018,2.866077423095703,2.761049509048462,2.8491666316986084,2.3971641063690186
F86C79CE78F4,2.2308802604675293,2.133469343185425,2.471529722213745,2.196403980255127,2.100318670272827,2.392183303833008
A2BA5F95C077,2.9348809719085693,2.7540345191955566,2.959376335144043,2.7744803428649902,2.729937791824341,3.0195672512054443
48837626943D,2.6711621284484863,2.62014389038086,2.8987653255462646,2.86095666885376,2.93350887298584,2.6655397415161133
DDD1A1F08FDF,2.54036808013916,2.57309627532959,2.884178876876831,2.8100180625915527,2.9282588958740234,2.5566039085388184
4E59508F6D0B,2.6857690811157227,2.6202967166900635,2.745489835739136,2.68869686126709,2.5891473293304443,2.5439682006835938
E792CBEB06C5,2.990823984146118,3.0598976612091064,3.1834280490875244,3.091154098510742,3.3216021060943604,3.3190693855285645
6013DA298542,2.5739641189575195,2.608654260635376,2.8136894702911377,2.7173075675964355,2.810606002807617,2.5166990756988525
287BE4F26530,2.4960057735443115,2.360490322113037,2.6980252265930176,2.6077725887298584,2.487082004547119,2.503988981246948
8D160B0BC04B,3.2179741859436035,3.370908498764038,3.6148123741149902,3.556182384490967,3.713956356048584,3.518864631652832
FFD29828A873,2.60569429397583,2.570140600204468,2.837512493133545,2.8011744022369385,2.8438720703125,2.250786542892456
4843C41AAF24,2.7767395973205566,2.7191522121429443,3.1039535999298096,2.948292732238769,3.1447794437408447,2.9395751953125
C7A28C7A3786,2.002476930618286,2.034432411193848,2.318357229232788,2.116236925125122,2.128457307815552,2.028024435043335
D242BBCBEAFB,2.9452264308929443,2.983397483825684,3.1132030487060547,2.854400873184204,2.932036876678467,3.3330538272857666
C954A6D0B707,3.073919773101806,3.0659124851226807,3.2564120292663574,3.2219719886779785,3.358940839767456,3.103590488433838
82CCCAD3BA5B,2.568432092666626,2.467158317565918,2.723853826522827,2.6881649494171143,2.5584700107574463,2.2922394275665283
D6504339A690,2.8668954372406006,2.967164993286133,3.04321551322937,3.075533390045166,3.283259868621826,3.0314502716064453
2C0F002E8882,2.6929187774658203,2.634970188140869,2.815688133239746,2.6946051120758057,2.6346752643585205,2.591960191726685
