text_id,cohesion,syntax,vocabulary,phraseology,grammar,conventions
0016926B079C,2.7385668754577637,2.8448562622070312,3.0288302898406982,3.1238625049591064,3.1292576789855957,2.774393320083618
0022683E9EA5,2.685159921646118,2.577404022216797,2.7909984588623047,2.6038498878479004,2.2949416637420654,2.5197951793670654
00299B378633,2.9197804927825928,2.96932053565979,3.0648133754730225,2.8970253467559814,2.944995880126953,3.175264596939087
003885A45F42,3.8565256595611572,3.674734354019165,3.8135948181152344,3.850857973098755,3.8327643871307373,3.767444610595703
0049B1DF5CCC,2.572216749191284,2.4677953720092773,2.8496968746185303,2.7267515659332275,2.683712959289551,2.3843021392822266
004AC288D833,3.124091863632202,2.9857962131500244,3.333756923675537,3.1740148067474365,3.4399378299713135,3.266822338104248
005661280443,3.300114631652832,3.3769936561584473,3.408560037612915,3.370661497116089,3.3137588500976562,3.542710781097412
008DDDDD8E8D,2.833747148513794,2.6237545013427734,2.810875415802002,2.6125192642211914,2.373464345932007,2.2823500633239746
009BCCC61C2A,2.9941086769104004,2.9102561473846436,3.2905728816986084,3.1964058876037598,3.0929596424102783,2.737806797027588
009F4E9310CB,2.8771069049835205,2.598839282989502,3.017481565475464,2.7546775341033936,2.4460675716400146,2.489818811416626
00B21F9B726F,3.203237771987915,3.1993346214294434,3.1859285831451416,3.1560425758361816,3.3134288787841797,2.9264864921569824
00BCADB373EF,3.5042574405670166,3.5135977268218994,3.6512699127197266,3.627856731414795,3.297346830368042,3.616319179534912
00D281524375,3.104898452758789,3.057440996170044,3.0133304595947266,3.168079137802124,3.1572039127349854,2.6551859378814697
00ED2563D0B1,3.797024965286255,3.853839159011841,4.183103084564209,4.071579456329346,3.8870933055877686,3.7853376865386963
011AAA636F11,3.5572621822357178,3.620837450027466,3.857773780822754,3.707707405090332,3.692436695098877,3.660616159439087
01350DF42AED,2.3783514499664307,2.1936919689178467,2.5972161293029785,2.2170159816741943,2.0048277378082275,2.5071821212768555
01405C3C569D,2.9666953086853027,2.763986587524414,3.1068472862243652,2.8855140209198,2.579775333404541,3.0204062461853027
01501F95B8B2,3.776493549346924,3.80887508392334,3.8416504859924316,4.005273342132568,3.853358507156372,3.589923143386841
017802562E71,3.0188376903533936,2.7330167293548584,3.306380271911621,2.9948225021362305,2.7352399826049805,2.871220111846924
01794F5F1423,3.160069227218628,3.1387953758239746,3.3994033336639404,3.2714297771453857,3.3880116939544678,3.374492645263672
017D2125A1DE,2.269164562225342,2.211099863052368,2.6737444400787354,2.3094778060913086,2.129084348678589,2.230980634689331
01911AC9674D,2.798196792602539,2.944603443145752,3.0130772590637207,2.952197313308716,2.8925395011901855,2.9710326194763184
019BDC9DF7CD,2.956717014312744,2.898282051086426,2.9975240230560303,2.7625582218170166,2.894775867462158,3.4393184185028076
01A65BA4080E,3.6675682067871094,3.722092866897583,3.763856887817383,3.8614401817321777,3.9561564922332764,3.565114736557007
01B3FDB3FD57,4.0912251472473145,4.1408772468566895,4.27968168258667,4.097567081451416,4.205228805541992,4.333835601806641
01C53183305A,2.5425384044647217,2.300483226776123,2.5799527168273926,2.3299787044525146,2.2655727863311768,1.9814354181289673
0230A077F5B6,2.9093210697174072,2.5641210079193115,2.77473783493042,2.569934844970703,2.464277505874634,2.1804826259613037
025722D0AFB7,3.8311448097229004,3.8954904079437256,3.831160068511963,3.976928234100342,3.7950432300567627,3.4981372356414795
027CB6393714,3.333515167236328,3.276517152786255,3.207321882247925,3.3923654556274414,3.649355173110962,3.1690640449523926
02B07248077F,2.1767120361328125,1.9880304336547852,2.4249649047851562,2.1388795375823975,1.9728049039840698,1.8526207208633423
02B36EBD5C66,3.6174213886260986,3.35040545463562,3.57926344871521,3.4569575786590576,3.0571506023406982,3.654834270477295
0316F6288791,2.8861496448516846,2.739037036895752,3.051452159881592,2.8230035305023193,2.401449203491211,2.8311641216278076
032EA4B76BF5,3.2718026638031006,3.05647611618042,3.145994186401367,3.2421531677246094,3.315605640411377,3.020860433578491
036042533396,3.27420973777771,3.3233487606048584,3.6792209148406982,3.5606234073638916,3.2677135467529297,3.2962417602539062
0369AD4B5726,3.521089792251587,3.5417895317077637,3.8298933506011963,3.7611653804779053,3.900573968887329,3.9603023529052734
037C88B5B111,3.202655076980591,3.090240001678467,3.3440141677856445,3.0623939037323,2.5308594703674316,3.296558380126953
037ED3EA2982,3.5422253608703613,3.3789939880371094,3.5064291954040527,3.583327293395996,3.426649332046509,3.352909564971924
