cohesion,syntax,vocabulary,phraseology,grammar,conventions,text_id
3.00783634185791,2.9610984325408936,3.2178008556365967,3.252500295639038,3.230724811553955,2.91206431388855,0016926B079C
2.6392722129821777,2.5233423709869385,2.8200602531433105,2.698427438735962,2.4098849296569824,2.5792622566223145,0022683E9EA5
3.080516815185547,3.0057990550994873,3.1490066051483154,3.0569894313812256,2.977787494659424,3.081799268722534,00299B378633
3.6922361850738525,3.694652557373047,3.7387311458587646,3.8138766288757324,3.7026188373565674,3.8742384910583496,003885A45F42
2.5102853775024414,2.315108060836792,2.821720838546753,2.689727544784546,2.602255344390869,2.3988521099090576,0049B1DF5CCC
2.970134973526001,3.013874053955078,3.132598638534546,3.124133586883545,3.202796220779419,3.1975817680358887,004AC288D833
3.3326125144958496,3.406158685684204,3.3442282676696777,3.4033396244049072,3.4186129570007324,3.5072059631347656,005661280443
2.8360111713409424,2.7496280670166016,2.9020276069641113,2.6586415767669678,2.489471197128296,2.4393584728240967,008DDDDD8E8D
2.969529390335083,2.880582809448242,3.296652317047119,3.1774423122406006,3.0621564388275146,2.8756721019744873,009BCCC61C2A
2.716090440750122,2.561084747314453,3.027344226837158,2.7007768154144287,2.4637105464935303,2.4760196208953857,009F4E9310CB
3.236516237258911,3.1751461029052734,3.1880593299865723,3.3172547817230225,3.3124539852142334,3.139216184616089,00B21F9B726F
3.5464158058166504,3.514263391494751,3.6223502159118652,3.6312735080718994,3.329432964324951,3.5340735912323,00BCADB373EF
3.0031094551086426,2.9334871768951416,3.070291042327881,3.2163355350494385,3.2110705375671387,2.6285793781280518,00D281524375
3.6793789863586426,3.683220148086548,3.823482036590576,3.8003904819488525,3.764369487762451,3.658740520477295,00ED2563D0B1
3.319333553314209,3.3823816776275635,3.613776683807373,3.4903528690338135,3.503631114959717,3.4493091106414795,011AAA636F11
2.5325987339019775,2.190746307373047,2.6409223079681396,2.273200511932373,1.9941284656524658,2.417405605316162,01350DF42AED
2.996868133544922,2.6954944133758545,3.1515090465545654,2.938171148300171,2.645327091217041,2.828749418258667,01405C3C569D
3.5299196243286133,3.5431182384490967,3.644207715988159,3.717759847640991,3.6247963905334473,3.3275020122528076,01501F95B8B2
3.2361223697662354,2.9167823791503906,3.2611825466156006,2.9798998832702637,2.895991563796997,3.0050787925720215,017802562E71
3.476231813430786,3.387655258178711,3.4896912574768066,3.397002935409546,3.5346715450286865,3.5020673274993896,01794F5F1423
2.4493370056152344,2.2582461833953857,2.9200141429901123,2.464200735092163,2.333519458770752,2.319653272628784,017D2125A1DE
2.825876474380493,2.8566741943359375,3.0903680324554443,2.995095729827881,2.8752129077911377,3.011563777923584,01911AC9674D
2.8583741188049316,2.9583380222320557,2.994011402130127,3.008251428604126,2.91902494430542,3.246101140975952,019BDC9DF7CD
3.8396553993225098,3.818512201309204,3.808009624481201,3.8802359104156494,4.011691570281982,3.733419418334961,01A65BA4080E
4.138240337371826,4.111663818359375,4.279710292816162,4.161006927490234,4.277629375457764,4.208757400512695,01B3FDB3FD57
2.3840668201446533,2.3343143463134766,2.5106968879699707,2.2434022426605225,2.174316167831421,2.070345640182495,01C53183305A
2.957967758178711,2.599400281906128,2.8323333263397217,2.622758626937866,2.2929635047912598,2.18989634513855,0230A077F5B6
3.775811195373535,3.6560962200164795,3.857525587081909,3.834256887435913,3.723392963409424,3.4493491649627686,025722D0AFB7
3.3002777099609375,3.154536008834839,3.3457229137420654,3.411437749862671,3.4988579750061035,3.116520643234253,027CB6393714
2.253979206085205,2.0056917667388916,2.419044017791748,2.2065813541412354,2.036120891571045,1.8192198276519775,02B07248077F
3.638551950454712,3.3573150634765625,3.654254674911499,3.505898952484131,3.215775728225708,3.53938627243042,02B36EBD5C66
3.0876200199127197,2.8635482788085938,3.1292569637298584,2.918872356414795,2.6743557453155518,2.903594493865967,0316F6288791
3.1182644367218018,2.9228515625,3.1325879096984863,3.129058599472046,3.218444585800171,3.0279319286346436,032EA4B76BF5
3.4125332832336426,3.3789522647857666,3.587378978729248,3.599928140640259,3.301875591278076,3.281620740890503,036042533396
3.4888203144073486,3.565418243408203,3.648388385772705,3.617940664291382,3.7688214778900146,3.76285719871521,0369AD4B5726
3.4964449405670166,3.203624725341797,3.439349889755249,3.254035472869873,2.806363344192505,3.4184298515319824,037C88B5B111
3.165140390396118,3.210498809814453,3.3589112758636475,3.450040340423584,3.338181734085083,3.3003973960876465,037ED3EA2982
3.4047837257385254,3.299938440322876,3.3407301902770996,3.4075205326080322,3.262267589569092,3.3244833946228027,0381BBE47393
3.521515130996704,3.4130287170410156,3.5506398677825928,3.5260653495788574,3.5014488697052,3.367469310760498,0383E4A36E46
1.9404690265655518,1.8268756866455078,2.2417702674865723,2.0518834590911865,1.9254796504974365,1.1521823406219482,03844422EA75
3.5847654342651367,3.4297187328338623,3.566002607345581,3.5250089168548584,3.728123188018799,3.6463534832000732,038480498E5A
2.822230339050293,2.9747092723846436,3.1415412425994873,3.0613954067230225,3.1552491188049316,3.1019675731658936,03A3B40D651B
2.5096426010131836,2.4260337352752686,2.7903144359588623,2.7436349391937256,2.6344380378723145,2.2070071697235107,03C9E7A15C42
3.638505220413208,3.565286636352539,3.5883889198303223,3.7757623195648193,3.7426106929779053,3.393690347671509,03CB73341E0E
3.6900408267974854,3.6636123657226562,3.7530629634857178,3.826728343963623,3.9072887897491455,3.6091761589050293,03CC97D3747E
2.799490213394165,2.7451019287109375,3.135850667953491,3.117358684539795,2.933764696121216,2.8285956382751465,03D00899C901
3.0541727542877197,3.082477569580078,3.110961675643921,2.9707961082458496,3.2990505695343018,3.1119399070739746,03F7CF142B70
2.3159890174865723,2.292381525039673,2.6626925468444824,2.51979660987854,2.3090624809265137,2.2937018871307373,0420DDE0BABD
