cohesion,syntax,vocabulary,phraseology,grammar,conventions,text_id
3.077249050140381,2.9907453060150146,3.0976598262786865,3.188642978668213,3.265336751937866,2.8663227558135986,0016926B079C
2.623471260070801,2.475324869155884,2.7644362449645996,2.6094582080841064,2.4206759929656982,2.538681745529175,0022683E9EA5
2.9189515113830566,2.9647738933563232,3.0629117488861084,2.9380345344543457,2.9862611293792725,3.07983136177063,00299B378633
3.5829620361328125,3.629141092300415,3.6695704460144043,3.631049633026123,3.5633957386016846,3.732438564300537,003885A45F42
2.5236096382141113,2.479449987411499,2.783384084701538,2.80556058883667,2.646960973739624,2.3594372272491455,0049B1DF5CCC
3.021392822265625,2.956339120864868,3.1574549674987793,2.9412970542907715,3.2305538654327393,3.197783946990967,004AC288D833
3.201082229614258,3.2828829288482666,3.333763599395752,3.274646043777466,3.3628642559051514,3.5126378536224365,005661280443
2.8014731407165527,2.7091026306152344,2.850156307220459,2.6194183826446533,2.4837775230407715,2.429199457168579,008DDDDD8E8D
3.1301770210266113,3.064366340637207,3.3856539726257324,3.2282516956329346,3.048165798187256,2.957038640975952,009BCCC61C2A
2.8302054405212402,2.61153507232666,3.100278377532959,2.7626659870147705,2.467465877532959,2.503769636154175,009F4E9310CB
3.2268013954162598,3.209343910217285,3.224116802215576,3.3076393604278564,3.432748317718506,3.0904743671417236,00B21F9B726F
3.5778684616088867,3.5914804935455322,3.6971611976623535,3.8159878253936768,3.4339282512664795,3.6573917865753174,00BCADB373EF
3.039473533630371,3.0304853916168213,3.0361742973327637,3.2557308673858643,3.1594760417938232,2.7717864513397217,00D281524375
3.6637182235717773,3.7114412784576416,4.047542095184326,3.880446672439575,3.7944819927215576,3.6569173336029053,00ED2563D0B1
3.222248077392578,3.3595526218414307,3.626372814178467,3.438075304031372,3.4688174724578857,3.3418242931365967,011AAA636F11
2.5081424713134766,2.1899054050445557,2.5817790031433105,2.3153529167175293,2.028783082962036,2.390756130218506,01350DF42AED
3.074497699737549,2.8369290828704834,3.1032159328460693,3.1472954750061035,2.743497610092163,2.873793840408325,01405C3C569D
3.442981243133545,3.5802104473114014,3.5724446773529053,3.658644199371338,3.6066243648529053,3.4203903675079346,01501F95B8B2
3.1685962677001953,2.985567331314087,3.3241496086120605,3.0664610862731934,2.9205925464630127,3.1360583305358887,017802562E71
3.3324942588806152,3.3777999877929688,3.4353537559509277,3.3923656940460205,3.4991087913513184,3.4691102504730225,01794F5F1423
2.4810690879821777,2.3883111476898193,2.7372968196868896,2.516934871673584,2.268766164779663,2.3962128162384033,017D2125A1DE
2.873138427734375,2.8909246921539307,2.9387125968933105,3.0409293174743652,2.950272798538208,3.027583599090576,01911AC9674D
3.072345733642578,3.0158751010894775,3.0761590003967285,2.9695560932159424,3.0847461223602295,3.48899245262146,019BDC9DF7CD
3.9533586502075195,4.000850677490234,3.9491782188415527,3.961735963821411,4.060450553894043,3.9043967723846436,01A65BA4080E
3.977804183959961,3.992647409439087,4.143552303314209,4.034102439880371,4.144003868103027,4.100037574768066,01B3FDB3FD57
2.4315171241760254,2.348759651184082,2.5352492332458496,2.24296498298645,2.2653555870056152,2.0668203830718994,01C53183305A
2.9492745399475098,2.665926694869995,2.888822317123413,2.6933560371398926,2.393918752670288,2.2458412647247314,0230A077F5B6
3.9446396827697754,3.739750623703003,3.9188458919525146,3.9218392372131348,3.774280309677124,3.4898788928985596,025722D0AFB7
3.216029644012451,3.0699164867401123,3.267293691635132,3.310690402984619,3.485215902328491,3.041778802871704,027CB6393714
2.2427430152893066,1.9730894565582275,2.3874411582946777,2.107459306716919,1.8952357769012451,1.778172254562378,02B07248077F
3.7245025634765625,3.349684000015259,3.596230983734131,3.5034079551696777,3.2406628131866455,3.682288646697998,02B36EBD5C66
3.101224899291992,2.9104368686676025,3.0049185752868652,2.943053722381592,2.6339848041534424,2.8840670585632324,0316F6288791
3.1894240379333496,2.895968437194824,3.0991320610046387,3.0957767963409424,3.1915717124938965,3.0406711101531982,032EA4B76BF5
3.268284797668457,3.2852022647857666,3.5685315132141113,3.623305559158325,3.2466609477996826,3.302828550338745,036042533396
3.412301540374756,3.6175966262817383,3.6350932121276855,3.747218370437622,3.8237318992614746,3.773897409439087,0369AD4B5726
3.4413890838623047,3.138643503189087,3.4685797691345215,3.318936824798584,2.8466808795928955,3.4107470512390137,037C88B5B111
3.1628570556640625,3.3116819858551025,3.4981112480163574,3.556819438934326,3.342665910720825,3.2895712852478027,037ED3EA2982
3.4578475952148438,3.263817071914673,3.371431827545166,3.400822877883911,3.168623685836792,3.3162319660186768,0381BBE47393
3.6104812622070312,3.419386148452759,3.635798931121826,3.527535915374756,3.5450050830841064,3.451821804046631,0383E4A36E46
1.933971881866455,1.826289176940918,2.2591090202331543,2.0823757648468018,1.995744228363037,1.2647359371185303,03844422EA75
3.594123363494873,3.493075132369995,3.570270299911499,3.5480599403381348,3.8164803981781006,3.709338426589966,038480498E5A
2.6903624534606934,2.8600375652313232,3.083648443222046,3.0272889137268066,3.1290833950042725,3.0752270221710205,03A3B40D651B
2.568939685821533,2.4760615825653076,2.871347188949585,2.7508645057678223,2.597705602645874,2.2967960834503174,03C9E7A15C42
3.686654567718506,3.5506277084350586,3.642747402191162,3.7787506580352783,3.709764003753662,3.3689887523651123,03CB73341E0E
3.7041263580322266,3.771291971206665,3.852965831756592,3.8626818656921387,3.871669054031372,3.6163668632507324,03CC97D3747E
2.8283252716064453,2.786787271499634,3.172330379486084,3.130624294281006,2.8629276752471924,2.7385783195495605,03D00899C901
2.997617721557617,3.121553659439087,3.0124430656433105,2.929521083831787,3.1961605548858643,3.0297751426696777,03F7CF142B70
2.245525360107422,2.207184076309204,2.586388111114502,2.496121644973755,2.180830717086792,2.3069303035736084,0420DDE0BABD
3.1566715240478516,2.8908636569976807,3.342505931854248,2.990006923675537,2.608538866043091,2.8290457725524902,0435196871A1
2.904876232147217,2.7101049423217773,3.0157523155212402,2.8231003284454346,2.739945888519287,2.6265385150909424,043B9F48FDC2
2.88639497756958,2.6754672527313232,2.984609365463257,2.7693676948547363,2.3632848262786865,2.9351227283477783,04491B61A791
2.6718392372131348,2.6839263439178467,3.017137289047241,2.914562702178955,2.915687322616577,2.8735039234161377,0465517EB6B7
3.2688937187194824,3.43396258354187,3.277818441390991,3.596531391143799,3.5029027462005615,3.2651894092559814,04659704890C
3.4848060607910156,3.316213846206665,3.5073275566101074,3.5694613456726074,3.3630878925323486,3.4430041313171387,046C6FB91CBA
3.448662281036377,3.447695732116699,3.4143805503845215,3.3992321491241455,3.270352840423584,3.6030170917510986,046ECC91332C
3.0553879737854004,3.01521897315979,3.0387425422668457,3.125962495803833,3.3085086345672607,3.0387446880340576,04788D56AC58
3.4305577278137207,3.442885160446167,3.604562520980835,3.6171212196350098,3.392118215560913,3.462085008621216,047BD3CB80B4
2.764535903930664,2.47402024269104,2.66810941696167,2.6267714500427246,2.4987270832061768,2.5805392265319824,0484BCFC725D
3.157764434814453,3.0525686740875244,3.0592598915100098,3.1267426013946533,2.8888232707977295,3.007460355758667,04ACA7EB3994
2.510410785675049,2.4053733348846436,2.876981496810913,2.664135456085205,2.693166494369507,2.130617380142212,04B3A4DD9460
3.5486602783203125,3.5466253757476807,3.7125449180603027,3.6320853233337402,3.738469362258911,3.5440707206726074,04B6FD84A066
2.2786855697631836,2.0667784214019775,2.468522548675537,2.0573532581329346,1.9049060344696045,2.060971975326538,04C2DA8069E7
1.575829029083252,1.5336005687713623,2.0402944087982178,1.7839884757995605,1.7000138759613037,1.657080888748169,04E1A9EE5BE1
3.007114887237549,2.822972059249878,3.132985830307007,2.934237003326416,2.5836312770843506,2.840153932571411,04FA62C5F269
2.504148483276367,2.250276803970337,2.7395453453063965,2.477820873260498,2.2842304706573486,1.9630637168884277,05021F4CA528
2.7378201484680176,2.5982017517089844,2.6289801597595215,2.7182457447052,2.7815909385681152,2.737536668777466,0506BAC596A7
2.3386902809143066,2.7150869369506836,2.807971477508545,2.6861965656280518,3.115769863128662,2.9349095821380615,050BFA60C6AF
3.754434108734131,3.46304988861084,3.581918239593506,3.298510789871216,3.0230422019958496,3.4350316524505615,0514D25768A0
2.4818854331970215,2.432401657104492,2.5793967247009277,2.206753969192505,2.1008963584899902,2.24116587638855,051C3A22AEE0
2.62033748626709,2.548279047012329,2.72749662399292,2.655137300491333,2.9013049602508545,2.0416901111602783,053ACB9DFE74
2.8917102813720703,2.862245798110962,2.7997260093688965,2.9089863300323486,3.1136386394500732,2.5188233852386475,053C05D2EE43
3.144718647003174,2.911515235900879,3.0542654991149902,2.7180378437042236,2.4682555198669434,2.7385003566741943,0546517E6BAA
3.4177517890930176,3.325458526611328,3.5109000205993652,3.165677309036255,3.005887508392334,3.46711802482605,0563F089C239
